COD.FABBRICATO	DESCRIZIONE IMMOBILE	COD.UNITA’ IMMOBILIARE	PIANO	NUM.STANZA	CENTRO DI COSTO 	
61   	CFCS-EA1C01                                       	1    	PRIMO PIANO	EA1C01	112020101	
61   	CFCS-EA1C01                                       	1    	PRIMO PIANO	EA1C01	112020101	
61   	CFCS-EA1C01                                       	1    	PRIMO PIANO	EA1C01	112020101	
61   	CFCS-EA1C01                                       	1    	PRIMO PIANO	EA1C01	112020101	
61   	CFCS-EA1C01                                       	1    	PRIMO PIANO	EA1C01	112020101	
66   	CFCS-EA1C03                                       	1    	PRIMO PIANO	EA1C03	112020101	
66   	CFCS-EA1C03                                       	1    	PRIMO PIANO	EA1C03	112020101	
67   	CFCS-EA1C13                                       	1    	PRIMO PIANO	EA1C13	112020101	
67   	CFCS-EA1C13                                       	1    	PRIMO PIANO	EA1C13	112020101	
68   	CFCS-EA2C03                                       	1    	SECONDO PIANO	EA2C03	112020101	
68   	CFCS-EA2C03                                       	1    	SECONDO PIANO	EA2C03	112020101	
69   	CFCS-EA2C13                                       	1    	SECONDO PIANO	EA2C13	112020101	
69   	CFCS-EA2C13                                       	1    	SECONDO PIANO	EA2C13	112020101	
72   	CONVITTO OPERA A. BARELLI                         	721  	PRIMO PIANO	101   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	721  	PRIMO PIANO	102   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	723  	TERZO PIANO	306   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	724  	QUARTO PIANO	402   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	724  	QUARTO PIANO	403   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	721  	PRIMO PIANO	111   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	721  	PRIMO PIANO	103   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	721  	PRIMO PIANO	107   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	722  	SECONDO PIANO	210   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	721  	PRIMO PIANO	112   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	721  	PRIMO PIANO	102   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	724  	QUARTO PIANO	402   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	722  	SECONDO PIANO	202   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	722  	SECONDO PIANO	203   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	722  	SECONDO PIANO	205   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	722  	SECONDO PIANO	206   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	721  	PRIMO PIANO	108   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	722  	SECONDO PIANO	210   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	722  	SECONDO PIANO	211   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	723  	TERZO PIANO	305   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	723  	TERZO PIANO	307   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	721  	PRIMO PIANO	111   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	721  	PRIMO PIANO	105   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	723  	TERZO PIANO	301   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	723  	TERZO PIANO	304   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	724  	QUARTO PIANO	401   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	724  	QUARTO PIANO	403   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	721  	PRIMO PIANO	109   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	722  	SECONDO PIANO	201   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	722  	SECONDO PIANO	203   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	722  	SECONDO PIANO	204   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	721  	PRIMO PIANO	103   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	721  	PRIMO PIANO	107   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	722  	SECONDO PIANO	207   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	722  	SECONDO PIANO	207   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	722  	SECONDO PIANO	209   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	722  	SECONDO PIANO	211   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	722  	SECONDO PIANO	212   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	721  	PRIMO PIANO	110   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	722  	SECONDO PIANO	202   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	721  	PRIMO PIANO	104   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	723  	TERZO PIANO	302   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	723  	TERZO PIANO	303   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	723  	TERZO PIANO	304   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	724  	QUARTO PIANO	401   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	722  	SECONDO PIANO	204   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	721  	PRIMO PIANO	105   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	721  	PRIMO PIANO	106   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	722  	SECONDO PIANO	206   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	723  	TERZO PIANO	305   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	723  	TERZO PIANO	306   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	723  	TERZO PIANO	307   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	721  	PRIMO PIANO	110   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	722  	SECONDO PIANO	201   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	722  	SECONDO PIANO	205   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	721  	PRIMO PIANO	108   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	722  	SECONDO PIANO	208   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	722  	SECONDO PIANO	208   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	723  	TERZO PIANO	301   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	723  	TERZO PIANO	302   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	721  	PRIMO PIANO	101   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	721  	PRIMO PIANO	109   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	721  	PRIMO PIANO	104   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	721  	PRIMO PIANO	106   	118030101	
72   	CONVITTO OPERA A. BARELLI                         	722  	SECONDO PIANO	209   	118030101	
43   	FAGGIO                                            	1    	PRIMO PIANO	12    	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	12    	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	5     	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	11    	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	2     	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	2     	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	4     	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	8     	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	1     	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	10    	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	11    	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	3     	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	3     	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	8     	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	9     	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	14    	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	5     	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	7     	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	9     	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	6     	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	10    	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	13    	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	7     	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	1     	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	13    	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	14    	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	15    	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	15    	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	4     	118020101	
43   	FAGGIO                                            	1    	PRIMO PIANO	6     	118020101	
35   	ITEA - PIAZZA GARZETTI                            	351  		3511  	111020201	
35   	ITEA - PIAZZA GARZETTI                            	3518 		35181 	111020201	
35   	ITEA - PIAZZA GARZETTI                            	3520 		35201 	111020201	
33   	ITEA - VIA CENTOCHIAVI                            	331  		3311  	111020201	
33   	ITEA - VIA CENTOCHIAVI                            	3316 		33161 	111020201	
33   	ITEA - VIA CENTOCHIAVI                            	3312 		33121 	111020201	
34   	ITEA - VIA DIETRO LE MURA                         	3405 		34051 	111020201	
34   	ITEA - VIA DIETRO LE MURA                         	341  		3411  	111020201	
31   	ITEA - VIA DOSS TRENTO, 35                        	3122 		31221 	111020201	
31   	ITEA - VIA DOSS TRENTO, 35                        	311  		3111  	111020201	
31   	ITEA - VIA DOSS TRENTO, 35                        	3103 		31031 	111020201	
31   	ITEA - VIA DOSS TRENTO, 35                        	312  		3121  	111020201	
32   	ITEA - VIA DOSS TRENTO, 37                        	322  		3221  	111020201	
32   	ITEA - VIA DOSS TRENTO, 37                        	321  		3211  	111020201	
28   	ITEA - VIA SAN MARCO                              	281  	SECONDO PIANO	2819  	111020201	
28   	ITEA - VIA SAN MARCO                              	281  	SECONDO PIANO	2817  	111020201	
28   	ITEA - VIA SAN MARCO                              	281  	SECONDO PIANO	2817  	111020201	
28   	ITEA - VIA SAN MARCO                              	281  	SECONDO PIANO	2818  	111020201	
28   	ITEA - VIA SAN MARCO                              	281  	SECONDO PIANO	2817  	111020201	
36   	ITEA - VIA SOLTERI                                	361  		3611  	111020201	
56   	ITEA - VIA VALNIGRA 55/1                          	5629 		56291 	111020201	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	131  	PIANO TERRA	1313  	111010301	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	131  	PIANO TERRA	1311  	111010301	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	131  	PIANO TERRA	1312  	111010301	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	131  	PIANO TERRA	1313  	111010301	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	131  	PIANO TERRA	1312  	111010301	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	1310 	SECONDO PIANO	13102 	111010310	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	1310 	SECONDO PIANO	13101 	111010310	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	1310 	SECONDO PIANO	13102 	111010310	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	1311 	SECONDO PIANO	13112 	111010311	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	1311 	SECONDO PIANO	13111 	111010311	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	1311 	SECONDO PIANO	13112 	111010311	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	1312 	SECONDO PIANO	13122 	111010312	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	1312 	SECONDO PIANO	13122 	111010312	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	1312 	SECONDO PIANO	13121 	111010312	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	1313 	TERZO PIANO	13133 	111010313	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	1313 	TERZO PIANO	13133 	111010313	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	1313 	TERZO PIANO	13132 	111010313	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	1313 	TERZO PIANO	13131 	111010313	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	1313 	TERZO PIANO	13132 	111010313	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	1314 	TERZO PIANO	13142 	111010314	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	1314 	TERZO PIANO	13141 	111010314	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	1314 	TERZO PIANO	13142 	111010314	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	1315 	TERZO PIANO	13151 	111010315	            
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	1315 	TERZO PIANO	13152 	111010315	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	1315 	TERZO PIANO	13152 	111010315	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	1316 	TERZO PIANO	13161 	111010316	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	1316 	TERZO PIANO	13161 	111010316	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	132  	PIANO TERRA	1322  	111010302	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	132  	PIANO TERRA	1322  	111010302	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	132  	PIANO TERRA	1321  	111010302	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	133  	PIANO TERRA	1332  	111010303	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	133  	PIANO TERRA	1331  	111010303	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	133  	PIANO TERRA	1332  	111010303	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	134  	PIANO TERRA	1342  	111010304	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	134  	PIANO TERRA	1341  	111010304	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	134  	PIANO TERRA	1342  	111010304	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	135  	PRIMO PIANO	1353  	111010305	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	135  	PRIMO PIANO	1351  	111010305	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	135  	PRIMO PIANO	1352  	111010305	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	135  	PRIMO PIANO	1352  	111010305	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	135  	PRIMO PIANO	1353  	111010305	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	136  	PRIMO PIANO	1361  	111010306	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	136  	PRIMO PIANO	1362  	111010306	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	136  	PRIMO PIANO	1362  	111010306	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	137  	PRIMO PIANO	1372  	111010307	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	137  	PRIMO PIANO	1371  	111010307	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	137  	PRIMO PIANO	1372  	111010307	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	138  	PRIMO PIANO	1382  	111010308	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	138  	PRIMO PIANO	1382  	111010308	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	138  	PRIMO PIANO	1381  	111010308	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	139  	SECONDO PIANO	1393  	111010309	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	139  	SECONDO PIANO	1392  	111010309	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	139  	SECONDO PIANO	1393  	111010309	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	139  	SECONDO PIANO	1392  	111010309	
13   	PALAZZINA BORINO DI POVO - VIA BORINO             	139  	SECONDO PIANO	1391  	111010309	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1417 	PIANO TERRA	14172 	111010317	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1417 	PIANO TERRA	14172 	111010317	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1417 	PIANO TERRA	14171 	111010317	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1418 	PIANO TERRA	14181 	111010318	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1418 	PIANO TERRA	14182 	111010318	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1418 	PIANO TERRA	14182 	111010318	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1419 	PIANO TERRA	14191 	111010319	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1419 	PIANO TERRA	14192 	111010319	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1419 	PIANO TERRA	14192 	111010319	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1420 	PIANO TERRA	14203 	111010320	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1420 	PIANO TERRA	14202 	111010320	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1420 	PIANO TERRA	14202 	111010320	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1420 	PIANO TERRA	14203 	111010320	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1420 	PIANO TERRA	14201 	111010320	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1421 	PRIMO PIANO	14211 	111010321	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1421 	PRIMO PIANO	14212 	111010321	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1421 	PRIMO PIANO	14212 	111010321	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1422 	PRIMO PIANO	14222 	111010322	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1422 	PRIMO PIANO	14222 	111010322	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1422 	PRIMO PIANO	14221 	111010322	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1423 	PRIMO PIANO	14231 	111010323	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1423 	PRIMO PIANO	14232 	111010323	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1423 	PRIMO PIANO	14232 	111010323	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1424 	PRIMO PIANO	14243 	111010324	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1424 	PRIMO PIANO	14242 	111010324	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1424 	PRIMO PIANO	14242 	111010324	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1424 	PRIMO PIANO	14243 	111010324	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1424 	PRIMO PIANO	14241 	111010324	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1425 	SECONDO PIANO	14252 	111010325	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1425 	SECONDO PIANO	14252 	111010325	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1425 	SECONDO PIANO	14251 	111010325	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1426 	SECONDO PIANO	14262 	111010326	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1426 	SECONDO PIANO	14261 	111010326	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1426 	SECONDO PIANO	14262 	111010326	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1427 	SECONDO PIANO	14272 	111010327	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1427 	SECONDO PIANO	14272 	111010327	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1427 	SECONDO PIANO	14271 	111010327	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1428 	SECONDO PIANO	14282 	111010328	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1428 	SECONDO PIANO	14282 	111010328	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1428 	SECONDO PIANO	14283 	111010328	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1428 	SECONDO PIANO	14281 	111010328	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1428 	SECONDO PIANO	14283 	111010328	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1429 	TERZO PIANO	14291 	111010329	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1429 	TERZO PIANO	14291 	111010329	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1430 	TERZO PIANO	14301 	111010330	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1430 	TERZO PIANO	14302 	111010330	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1430 	TERZO PIANO	14302 	111010330	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1431 	TERZO PIANO	14311 	111010331	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1431 	TERZO PIANO	14312 	111010331	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1431 	TERZO PIANO	14312 	111010331	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1432 	TERZO PIANO	14321 	111010332	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1432 	TERZO PIANO	14322 	111010332	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1432 	TERZO PIANO	14322 	111010332	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1432 	TERZO PIANO	14323 	111010332	
14   	PALAZZINA BORINO DI POVO - VIA BORINO             	1432 	TERZO PIANO	14323 	111010332	
77   	PALAZZINA GARIBALDI ROVERETO                      	1    	PRIMO PIANO	2     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	10   	QUARTO PIANO	1     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	11   	QUARTO PIANO	1     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	2    	PRIMO PIANO	1     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	2    	PRIMO PIANO	1     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	7    	TERZO PIANO	1     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	9    	TERZO PIANO	1     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	12   	QUARTO PIANO	2     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	5    	SECONDO PIANO	1     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	6    	SECONDO PIANO	1     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	3    	PRIMO PIANO	2     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	12   	QUARTO PIANO	1     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	3    	PRIMO PIANO	2     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	8    	TERZO PIANO	1     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	8    	TERZO PIANO	1     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	9    	TERZO PIANO	2     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	10   	QUARTO PIANO	2     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	11   	QUARTO PIANO	2     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	12   	QUARTO PIANO	2     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	3    	PRIMO PIANO	1     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	4    	SECONDO PIANO	2     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	6    	SECONDO PIANO	2     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	7    	TERZO PIANO	2     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	9    	TERZO PIANO	2     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	11   	QUARTO PIANO	2     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	4    	SECONDO PIANO	2     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	1    	PRIMO PIANO	1     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	1    	PRIMO PIANO	2     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	4    	SECONDO PIANO	1     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	5    	SECONDO PIANO	1     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	7    	TERZO PIANO	2     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	10   	QUARTO PIANO	1     	111021001	
77   	PALAZZINA GARIBALDI ROVERETO                      	6    	SECONDO PIANO	2     	111021001	
78   	PALAZZINA TARTAROTTI                              	3    	SECONDO PIANO	1     	111020701	
78   	PALAZZINA TARTAROTTI                              	5    	TERZO PIANO	1     	111020701	
78   	PALAZZINA TARTAROTTI                              	4    	SECONDO PIANO	1     	111020701	
78   	PALAZZINA TARTAROTTI                              	5    	TERZO PIANO	1     	111020701	
78   	PALAZZINA TARTAROTTI                              	1    	PIANO TERRA	2     	111020701	
78   	PALAZZINA TARTAROTTI                              	3    	SECONDO PIANO	1     	111020701	
78   	PALAZZINA TARTAROTTI                              	1    	PIANO TERRA	2     	111020701	
78   	PALAZZINA TARTAROTTI                              	2    	PIANO TERRA	1     	111020701	
78   	PALAZZINA TARTAROTTI                              	4    	SECONDO PIANO	1     	111020701	
78   	PALAZZINA TARTAROTTI                              	1    	PIANO TERRA	1     	111020701	
78   	PALAZZINA TARTAROTTI                              	2    	PIANO TERRA	1     	111020701	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1831 	SECONDO PIANO	18311 	111010201	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1831 	SECONDO PIANO	18312 	111010201	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1831 	SECONDO PIANO	18311 	111010201	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1831 	SECONDO PIANO	18312 	111010201	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1832 	SECONDO PIANO	18321 	111010202	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1832 	SECONDO PIANO	18321 	111010202	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1832 	SECONDO PIANO	18322 	111010202	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1832 	SECONDO PIANO	18322 	111010202	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1833 	SECONDO PIANO	18331 	111010203	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1833 	SECONDO PIANO	18331 	111010203	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1833 	SECONDO PIANO	18332 	111010203	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1833 	SECONDO PIANO	18332 	111010203	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1841 	TERZO PIANO	18411 	111010204	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1841 	TERZO PIANO	18411 	111010204	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1842 	TERZO PIANO	18421 	111010205	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1842 	TERZO PIANO	18421 	111010205	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1842 	TERZO PIANO	18422 	111010205	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1842 	TERZO PIANO	18422 	111010205	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1843 	TERZO PIANO	18431 	111010206	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1843 	TERZO PIANO	18431 	111010206	
18   	PALAZZINA VALENTINA - VIA CAPRONI                 	1843 	TERZO PIANO	18432 	111010206	
